normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
danone,danone,Danone (Dannon in US),direct,dairies,BENELUX|FRANCE|US_CANADA,BENELUX|FRANCE|US_CANADA,Belgium,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Danone (Dannon in US),Danone (Dannon in US),3,Proposed company mapping is concrete; approve for launch.,Hipro | HiPro Mangue | Hipro façon stracciatella,Danone | Danone | Danone,append_candidate,direct,
e.leclerc,e.leclerc,E.Leclerc,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,3,Obvious E.Leclerc retailer/private-label brand line.,Pain Chocolat Tradibreihz | Croissant au beurre AOC | Croissant pur beurre,E.Leclerc | E.Leclerc | E.leclerc,append_candidate,direct,
hipro,hipro,Danone,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,3,Known Danone brand / brand line missing from proposed company mapping.,Hipro saveur vanille-cookie | Yaourt a Boire Hipro Mangue | Hipro Mousse cacao,"HiPRO | HiPRO | HiPRO, Danone",append_candidate,direct,
kiri,kiri,Bel Group,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership,3,Known Bel Group cheese brand.,Dippi | Frische Milch & Rahm / Lait frais & Crème | Kiri 8p 160g,Kiri | Kiri | Kiri,append_candidate,direct,
la laitiere,la laitiere,Nestlé,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,3,Known Nestlé brand / brand line missing from proposed company mapping.,Yaourt sur lit de cerise | Liégois | FEUILLETE MOUSSE CHOCOLAT,La Laitière | La laitière | la laitière,append_candidate,direct,
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,3,Known Bel Group cheese brand.,La Vache qui rit - Mon P'tit plus cuisine | la vache qui rit | Топено сирене,La Vache qui rit | la vache qui rit | La Vache qui rit,append_candidate,direct,
le marche carrefour,le marche carrefour,Carrefour,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Other / not mapped to a company,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","Assortiment de 6 macarons cœurs garnis, décongelés | Macarons framboise gros x2 | Madeleine Fourrée chocolat noisette",Le marché Carrefour | Le marché Carrefour | Le marché carrefour,append_candidate,direct,
le rustique,le rustique,Savencia,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Other / not mapped to a company,3,Known Savencia cheese brand.,Lebt Rustique | Le Rustique Plateau Raclette | Brie de caractère (23 % MG),"CF&R,Le Rustique,Savencia | CF&R, Le Rustique, Savencia | CF&R, Le Rustique, Savencia",append_candidate,direct,
le rustique,le rustique,Savencia,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership,3,Known Savencia cheese brand.,Raclette Käse | Französischer Schnittkäse in Scheiben | Camembert le rustique,Le Rustique | Le Rustique | Le Rustique,append_candidate,direct,
lidl,lidl,Lidl,direct,beverages,FRANCE,FRANCE,Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Freeway Orange | Ochucený černý čaj | Směs černého a zeleného aromatizovaného čaje,Lidl | Lidl | Lidl,append_candidate,direct,
lidl,lidl,Lidl,direct,beverages,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Double Strength Squash Orange (No added sugar) | Salted caramel flavour hot chocolate | Tropical Juice,"Lidl, Lindhouse, Lidl Lindhouse | Lidl | Lidl",append_candidate,direct,
lidl,lidl,Lidl,direct,cereals,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Premium Fruit & Nut Muesli | Original Oat-So-Easy | Scottish porridge oats,Lidl | Lidl | Lidl,append_candidate,direct,
lidl,lidl,Lidl,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Twinkelz | Pain au Chocolat | Gaufres aux Œufs à la farine d'épeautre BiO,Lidl | Lidl | LIDL,append_candidate,direct,
lidl,lidl,Lidl,direct,snacks,FRANCE,FRANCE,Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Jerky | Jelly Beans Sweet | Jelly Beans Sour,"Lidl | Lidl, Surgarland | Lidl, SugarLand",append_candidate,direct,
lidl,lidl,Lidl,direct,snacks,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Marshmallows | CHOCOLATE SPONGE CAKES | Muffins Chocolate,"Lidl | Lidl | Lidl,McEnnedy",append_candidate,direct,
lidl deluxe,lidl deluxe,Lidl,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Vegetable Crisps With Sea salt | All butter shortbread | Belgian Triple Choc Cookie,Lidl Deluxe | Lidl deluxe | Lidl Deluxe,append_candidate,direct,
lidl sondey,lidl sondey,Lidl,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Lidl retailer/private-label brand line.,Biscuits doré extra | Mini fourrés cœur chocolat | Domino choco,Lidl Sondey | Lidl Sondey | Lidl Sondey,append_candidate,direct,
light and free,light and free,Danone,direct,dairies,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Other / not mapped to a company,Other / not mapped to a company,3,Known Danone brand / brand line missing from proposed company mapping.,Light & Free mousse | Danone | Skyr light et free,Light & Free | Light & free | Light and free,append_candidate,direct,
lindt,lindt,Lindt & Sprüngli,direct,snacks,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,3,Known Lindt brand / line.,Gold bunny bar | Schneemann Alpenvollmilch-Schokolade | CHOCO WAFER,Lindt | Lindt | Lindt,append_candidate,direct,
lindt,lindt,Lindt & Sprüngli,direct,snacks,DACH|US_CANADA,DACH|US_CANADA,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,3,Known Lindt brand / line.,Nougat Brittle | Hello Strawberry Cheesecake Stick 4000539221408 Gefüllte Vollmilch-Schokolade mit Erdbeer-Quarkcrème (43%) und Gebäckstückchen (2%) | Lindor Lieblingsmix,Lindt | Lindt | Lindt,append_candidate,direct,
lindt,lindt,Lindt & Sprüngli,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Other / not mapped to a company,3,Known Lindt brand / line.,Lindt cacao fondente | Dubai Style Chocolate,"Lindor, Lindt, Lindt & Sprüngli | Lindor, Lindt, Lindt & Sprüngli | Lindt & Sprungli Gmbh, Lindt",append_candidate,direct,
lindt,lindt,Lindt & Sprüngli,direct,snacks,US_CANADA,US_CANADA,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,3,Known Lindt brand / line.,SWISS MILK CHOCOLATE | Dark Chocolate Bar | Swiss Milk Chocolate,Lindt | Lindt | Lindt,append_candidate,direct,
lion,lion,Nestlé,direct,cereals,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,NESTLE LION Céréales 400g | NESTLE LION céréales 675g​ | LION BIO Céréales - Boite de 400g,"Nestlé, Lion | Nestlé, Lion | Nestlé, Lion, Lion bio",append_candidate,direct,
marque repere,marque repere,E.Leclerc,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Other / not mapped to a company,3,Marque Repère is an E.Leclerc private-label brand.,100% pur jus pomme | Eau de source de montagne fontaine | Eau de source aromatisées citron et citron vert,"Jafaden, Marque Repère | Laqueuille,Marque Repère | O'Fresh,Marque Repère",append_candidate,direct,
monoprix ptit prix,monoprix ptit prix,Monoprix,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Monoprix,Other / not mapped to a company,Other / not mapped to a company,3,Obvious Monoprix retailer/private-label brand line.,Bâtonnets enrobés de chocolat au lait | Pains au chocolat | 10 pains au lait aux œufs frais,Monoprix P'tit Prix | Monoprix p'tit prix | Monoprix P'tit Prix,append_candidate,direct,
paturages,paturages,Les Mousquetaires / Intermarché,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Manual review / complex ownership,Manual review / complex ownership,3,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,Lait uht 1/2 ecreme bio bt 1l | Bifidus nature (12 Pots) | BEURRE AU SEL DE GUERANDE MOULE 250g origine France,Pâturages | Pâturages | Pâturages,append_candidate,direct,
paturages,paturages,Les Mousquetaires / Intermarché,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Manual review / complex ownership,Manual review / complex ownership,3,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,BABA AU RHUM 2x140g | Tartelette caramel au beurre salé | Paturette saveur Madeleine,Pâturages | Paturages | Paturages,append_candidate,direct,
président,président,Lactalis,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,3,Known Lactalis brand.,popcorn sucré | Eclats de Chocolat | Gouter,président | Président | President,append_candidate,direct,
quaker,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Other / not mapped to a company,3,Known PepsiCo brand / regional alias missing from proposed mapping.,"Cruesli miel et noisettes | Cruesli Chocolat | Quaker Muesli Amandes, noisettes & raisins","Cruesli, QUAKER | Cruesli, PepsiCo, Quaker | Muesli, QUAKER",append_candidate,direct,
quaker,quaker,PepsiCo,direct,cereals,US_CANADA,US_CANADA,Bolivia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Quaker Warm & Crunchy Granola Cranberrry Almond | Apples & Cinnamon | Quaker Low Sugar Instant Oatmeal Variety,Quaker | Quaker | Quaker,append_candidate,direct,
quaker,quaker,PepsiCo,direct,snacks,US_CANADA|FRANCE,US_CANADA|FRANCE,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Barres Tendres (yogourt Et Fraises) | Chewy Raspberry Fruit Crumble Granola Bars | Barres tendres au quinoa chocolat et noix,Quaker | Quaker | Quaker,append_candidate,direct,
sainsburys,sainsburys,Sainsbury's,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Sainsbury’s retailer/private-label brand line.,Grated parmigiano reggiano dop | Grated mild. British cheddar | SEMI SKIMMED 1.8% FAT MILK,Sainsbury’s | Sainsbury’s | Sainsbury's,append_candidate,direct,
sainsburys,sainsburys,Sainsbury's,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Sainsbury’s retailer/private-label brand line.,Wine Gums | White mini marshmallows | Reindeer Chocolate Christmas Treat,"Sainsbury's | Sainsbury's | Sainsbury's, Maltesers",append_candidate,direct,
sainsburys,sainsburys,Sainsbury's,direct,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Sainsbury’s retailer/private-label brand line.,Mini Gingerbread Men Biscuits | Milk Chocolate Chip Cookies | Scottish Shortbread Assortment (per Chocolate Chunk Shortbread),Sainsbury's | Sainsbury's | Sainsbury's,append_candidate,direct,
sainsburys basics,sainsburys basics,Sainsbury's,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Sainsbury’s retailer/private-label brand line.,Stamford Street dark chocolate | Lovett’s | Just Snax Tortilla Chips,"Sainsbury's Basics | sainsbury's basics,Sainsbury's | Sainsbury's basics",append_candidate,direct,
