query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
snacks,US_CANADA,nestle,smarties,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Smarties,nestlé
snacks,US_CANADA,one hersheys,one hersheys,,no_change,no more-specific Top 9 portfolio brand detected,1,Double Chocolate Flavor Inspired Protein Bar,one hershey's
snacks,US_CANADA,outshine,outshine,,no_change,no more-specific Top 9 portfolio brand detected,1,Fruit & Yogurt Smoothie Apple Pear,"outshine, nestlé"
snacks,US_CANADA,pepsi,pepsi,,no_change,no more-specific Top 9 portfolio brand detected,1,Lay's wafer style,pepsi co.
snacks,US_CANADA,mondelez,cadbury,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Cadbury 5 Star,mondelez
beverages,US_CANADA|FRANCE,heinz,heinz,,no_change,no more-specific Top 9 portfolio brand detected,1,Jus de tomate,heinz
beverages,US_CANADA|FRANCE,lipton,lipton,,no_change,no more-specific Top 9 portfolio brand detected,1,Real Peach Brewed Iced Tea,"lipton, pure leaf, unilever"
beverages,US_CANADA|FRANCE,nestle,nestea,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nestea Lemon,nestlé
beverages,US_CANADA|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,Natural spring water,nestlé
beverages,US_CANADA,s pellegrino essenza,s pellegrino,Nestlé,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,S.PELLEGRINO ESSENZA Dark morello cherry & pomegranate,"s. pellegrino essenza,s. pellegrino,nestlé waters,nestlé"
beverages,US_CANADA,sams club,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Sam's Club: (32 OZ) - Fountain Drink Cup,"sam's club, members mark, pepsi"
beverages,US_CANADA,san pellegrino,san pellegrino,,no_change,no more-specific Top 9 portfolio brand detected,1,S. Pellegrino,"san pellegrino, nestlé"
beverages,US_CANADA,starbucks,by nespresso for vertuo,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Colombia (Single Origin),starbucks (by nespresso for vertuo)
beverages,US_CANADA,starbucks,formation brands llc,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Hot cocoa mix,"starbucks, formation brands llc"
beverages,US_CANADA,starbucks,nespresso,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,pike place nespresso vertuo,starbucks
beverages,US_CANADA,starbucks,refresher,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Strawberry açai lemonade,starbucks refresher
beverages,US_CANADA,starbucks,refreshers,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Strawberry Lemonade,"starbucks,starbucks refreshers"
beverages,US_CANADA,starbucks,tripleshot energy,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,ENERGY COFFEE BEVERAGE,starbucks tripleshot energy
beverages,US_CANADA,sting,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Sting Energy,"sting,pepsi,pepsico,suntory,sting energy"
beverages,US_CANADA,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nesquik imp,nestle
beverages,US_CANADA,nestle,nestle pure life,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nestlé Pure Life(cajas),nestlé
beverages,US_CANADA,nesquik,nesquik,,no_change,no more-specific Top 9 portfolio brand detected,1,Chocolate Syrup,"nesquik,nestlé"
beverages,US_CANADA,nestle,abuelita,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Mexican style instant hot chocolate mix,nestle abuelita
beverages,US_CANADA,nestle,acqua panna,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Purified Drinking water,"nestle waters,acqua panna"
beverages,US_CANADA,nestle,acqua panna,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Acqua Panna Tuscany,nestle
beverages,US_CANADA,nestle,coffee mate,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,COFFEE MATE AVELLANA,nestle
beverages,US_CANADA,nestle,milo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Milo,nestlé
beverages,US_CANADA,nestle,nescafe,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nescafe Espresso Roast,nestlé
beverages,US_CANADA,nestle,nesquik,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Chocolate flavor powder,nestlé nesquik
beverages,US_CANADA,danone,danone,,no_change,no more-specific Top 9 portfolio brand detected,1,"Vanilla caffeinated & cultured dairy drink, vanilla",danone
beverages,US_CANADA,danone,two good,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Two Good Smoothie Drinks - Strawberry Banana,"danone, two good"
beverages,US_CANADA,dasani,dasani,,no_change,no more-specific Top 9 portfolio brand detected,1,Purified water,"dasani, coca-cola, coca-cola company"
beverages,US_CANADA,unilever,knorr,Unilever,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Knorr atole,unilever
beverages,US_CANADA,unilever,pg tips,Unilever,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,"Pg Tips, Pyramid Tea Bags, Black Tea",unilever
beverages,US_CANADA,venom,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,"Fruit Punch Flavored Energy Drink, Lemon","venom, pepsi"
beverages,US_CANADA|FRANCE,coca cola,diet coke,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Diet Coke,coca-cola
beverages,US_CANADA|FRANCE,coca cola,nestea,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Nestea Thé Glacé Citron Naturel,"coca-cola, nestea"
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,chocapic,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Chocapic Muesli,nestlé
beverages,US_CANADA|FRANCE,pepsico,inc,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Aquafina,pepsico inc.
beverages,US_CANADA|FRANCE,pepsico,pepsico,,no_change,no more-specific Top 9 portfolio brand detected,1,Mtn Dew,pepsico
beverages,US_CANADA|FRANCE|DACH,aunt jemima,aunt jemima,,no_change,no more-specific Top 9 portfolio brand detected,1,Sirop De Table (original),"aunt jemima, pepsico"
beverages,US_CANADA|FRANCE|DACH,nesquik,nesquik,,no_change,no more-specific Top 9 portfolio brand detected,1,"NESQUIK Poudre Cacaotée boîte 1,3kg",nesquik • nestle
beverages,US_CANADA|UK_IE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Thums Up 300ml can,coca cola
cereals,BENELUX|FRANCE,brinta,heinz,Kraft Heinz,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Brinta Petit déjeuner aux céréales complètes,"brinta, heinz"
cereals,BENELUX|FRANCE,cruesli,quaker,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Cruesli Chocolat,"cruesli, pepsico, quaker"
cereals,BENELUX|FRANCE,dr oetker,kraft,Kraft Heinz,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Vitalis Roasted Muesli Fraise-Vanille Bourbon,"dr. oetker, kraft, vitalis"
cereals,BENELUX|FRANCE,nestle,cerelac,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Cerelac,nestlé
cereals,BENELUX|FRANCE,nestle,chocapic,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Chocapic,nestlé
cereals,BENELUX|FRANCE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Fitness honing and amandes max,"nestlé, cereal partners, fitness"
beverages,US_CANADA,the coca cola,the coca cola,,no_change,no more-specific Top 9 portfolio brand detected,1,Cider,the coca-cola
beverages,US_CANADA,the coca cola company,sprite,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Sprite,the coca-cola company
beverages,US_CANADA,mountain dew pepsico,mountain dew,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,1,Mountain Dew: Maui Burts - (Dollar General Exclusive),mountain dew/pepsico
beverages,US_CANADA,mr pibb,mr pibb,,no_change,no more-specific Top 9 portfolio brand detected,1,Mr. Pibb Kickin' Cherry Soda,"mr. pibb, coca cola, the coca cola company"
cereals,DACH|FRANCE,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Lion Kellogs,nestlé
cereals,DACH|FRANCE,nestlelion,nestlelion,,no_change,no more-specific Top 9 portfolio brand detected,1,"Kellogs, Lion Cereals","nestlélion, nestle"
cereals,DACH|FRANCE|SOUTHERN_EUROPE,nestle,cini minis,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,"Kellogs, Cini Minis",nestlé
cereals,DACH|FRANCE|UK_IE,nestle,cheerios,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE CHEERIOS Multigrain Cerealien,"nestlé, nestle cheerios"
cereals,DACH|UK_IE,nestle,kit kat,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Kit Kat,"nestle, nestle kit kat"
cereals,DACH|UK_IE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nesquik Choco Waves,nestlé
cereals,BENELUX|FRANCE,nestle,lion protein,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,NESTLE LION protéines Céréales 340g,"nestle, lion protein"
cereals,BENELUX|FRANCE,nestle,maggi,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,"MOUSLINE Purée Nature, 4 sachets pour 4 personnes (4x130g)","nestlé, maggi, mousline"
cereals,BENELUX|FRANCE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,NESTLE NESQUIK Duo Céréales paquet de,"nestlé, nesquik"
cereals,BENELUX|FRANCE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Nesquik,nestlé
cereals,BENELUX|FRANCE|DACH,nestle,clusters,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Clusters Mandel,"nestlé,clusters"
cereals,BENELUX|FRANCE|DACH,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Lion Wild,nestlé
cereals,BENELUX|FRANCE|DACH,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,NESTLE NESQUIK Cerealien,nestlé
cereals,BENELUX|FRANCE|DACH,pepsico,quaker,PepsiCo,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Oats - Flocons d'avoine,"pepsico, quaker"
cereals,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Chocolate con Leche,"nestlé,fitness"
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,cheerios,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Cheerios Bio,nestlé
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,1,Granola Miele,nestlé
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,pepsico,quaker,PepsiCo,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Hunky baked granola nuts & seeds,"pepsico, quaker"
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Nature Céréales,"nestlé, fitness"
beverages,US_CANADA,gerber,gerber,,no_change,no more-specific Top 9 portfolio brand detected,1,Purified water with minerals,"gerber,nestlé"
beverages,US_CANADA,hindustan,hindustan,,no_change,no more-specific Top 9 portfolio brand detected,1,Bru Instant,"hindustan ,unilever"
beverages,US_CANADA,inca kola,inca kola,,no_change,no more-specific Top 9 portfolio brand detected,1,Golden Kola,"inca kola, golden kola, the coca-cola company"
beverages,US_CANADA,international delight,international delight,,no_change,no more-specific Top 9 portfolio brand detected,1,Caramel Macchiato Iced Coffee,"international delight, danone"
beverages,US_CANADA,j7,j7,,no_change,no more-specific Top 9 portfolio brand detected,1,Напиток сокосодержащий Энергия Фруктов манго-гуава-лайм-личи с мякотью для детского питания «Сокровище Тропиков»,"j7,pepsico holdings"
beverages,US_CANADA,kool aid,kool aid,,no_change,no more-specific Top 9 portfolio brand detected,1,Bursts berry blue soft drink,"kool-aid,kraft,kraft heinz,heinz"
beverages,US_CANADA,bubly,bubly,,no_change,no more-specific Top 9 portfolio brand detected,1,Bubly Burst Watermelon Lime,"bubly, pepsico inc."
beverages,US_CANADA,coca cola,cocacola,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Mello Yellow,cocacola
