normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
Actimel,Danone,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,actimel,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,5,Known Danone brand / brand line missing from proposed company mapping.,"Actimel, Goût Fraise | Actimel Multifruit | Actimel | Actimel","Actimel, Danone | Actimel, Danone | Actimel, Danone | Actimel, Danone | Actimel, Danone",append_candidate,direct,
Actimel,Danone,direct,beverages,FRANCE|DACH,FRANCE|DACH,actimel,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,5,Known Danone brand / brand line missing from proposed company mapping.,"Danone Actimel® 100% Pflanzlich Classic 6 x 100g = 600g | Danone Actimel® Classic 4 x 100g = 400g | Danone Actimel® Power Heidelbeere-Brombeere 8 x 100g = 800g | Danone Actimel® Kokosnuss 8 x 100g = 800g | Danone Actimel® Botanicals Grüner Apfel, Kiwi, Aloe Vera 8 x 100g = 800g","Actimel®, Danone | Actimel®, Danone | Actimel®, Danone | Actimel®, Danone | Actimel®, Danone",append_candidate,direct,
Doritos,PepsiCo,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,doritos,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,5,Known PepsiCo brand / regional alias missing from proposed mapping.,Doritos cool original | Tangy Cheese | Tangy Cheese Tortilla Chips | Doritos Cool Original 180g | Chilli Heatwave Tortilla Chips,"Doritos, The tomato stall | Doritos | Doritos | Doritos | Doritos",append_candidate,direct,
u,Système U,direct,snacks,FRANCE|DACH,FRANCE|DACH,u,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Système U,Manual review / complex ownership,Manual review / complex ownership,4,Obvious Système U retailer/private-label brand line in France.,"Assortiment mini viennoiseries | Chips nature multipack 6x30g easypack | Biscuits Sablés céréales nappés chocolat au lait étui de 200g | Petit beurre tablette de chocolat noir, pocket 250g",U | U | U | U,append_candidate,direct,
Schweppes,Suntory Beverage & Food,market_scoped,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,schweppes,Belgium,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Other / not mapped to a company | Suntory Beverage & Food,4,Proposed company mapping is concrete; approve for launch.,Tonic Indian | Schweppes Agrum' | Agrum' aux saveurs de 4 agrumes,"Orangina Schweppes, Schweppes | Orangina Schweppes,Schweppes | Schweppes | Schweppes",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Activia,Danone,direct,dairies,US_CANADA|FRANCE,US_CANADA|FRANCE,activia,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,4,Known Danone brand / brand line missing from proposed company mapping.,strawberry probiotic yogurt | vanilla | Activia Propionique nature | Activia saveurs coco,"ACTIVIA | ACTIVIA | ACTIVIA | Activia, Danone",append_candidate,direct,
Dr Pepper,The Coca-Cola Company,market_scoped,beverages,FRANCE|DACH,FRANCE|DACH,dr pepper,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Coca-Cola Company,The Coca-Cola Company,4,Proposed company mapping is concrete; approve for launch.,dr pepper blackcherry | Dr. Pepper | DR Pepper | Dr. Pepper,Dr Pepper | Dr Pepper | Dr Pepper | Dr. Pepper,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Fanta,The Coca-Cola Company,direct,beverages,NORDICS|FRANCE,NORDICS|FRANCE,fanta,Denmark | Finland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,4,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Fanta Exotic | Fanta Appelsiini,Fanta | Fanta,append_candidate,direct,
Monster Energy,Monster Beverage Corp,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,monster energy,Belgium,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Monster Beverage Corp,Monster Beverage Corp | Other / not mapped to a company,4,Proposed company mapping is concrete; approve for launch.,Monster Energy | The Doctor | Lewis Hamilton | Monster energy juiced Mango Loco,"Monster Energy | Monster Energy | Monster Energy | Monster, Monster Energy, Monster Energy Company",append_candidate,direct,
lidl,Lidl,direct,snacks,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,lidl,France | Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,4,Obvious Lidl retailer/private-label brand line.,Marshmallows | CHOCOLATE SPONGE CAKES | Muffins Chocolate,"Lidl | Lidl | Lidl,McEnnedy | Lidl",append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,coca-cola,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,4,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Energy | Coca-Cola Zero Zero | PET 1.25L COCA ZERO CT SICAFE | Coca-Cola limone,Coca Cola | Coca-Cola | Coca-Cola | Coca Cola,append_candidate,direct,
Coca-Cola Light,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,coca-cola light,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,4,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca cola light taste | Coca Cola Zero | Coca Cola Zéro | Coca cola Zero Zuccheri,"Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola-light,Cocacola",append_candidate,direct,
leclerc,E.Leclerc,direct,cereals,FRANCE,FRANCE,leclerc,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,4,Obvious E.Leclerc retailer/private-label brand line.,Muesli | Cereales mini cookies | Petales choco | Petales de céréales fruits rouges,Leclerc | Leclerc | Leclerc | Leclerc,append_candidate,direct,
Coca-Cola,The Coca-Cola Company,direct,beverages,US_CANADA|FRANCE,US_CANADA|FRANCE,coca-cola,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,4,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca-Cola Zero | Coca-cola Classique | Diet Coke | Diet Coca-Cola,Coca-Cola | Coca-Cola | Coca-Cola | Coca Cola,append_candidate,direct,
lindt excellence,Lindt & Sprüngli,direct,snacks,US_CANADA|FRANCE,US_CANADA|FRANCE,lindt excellence,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Other / not mapped to a company,Manual review / complex ownership,4,Known Lindt brand / line.,SEA SALT FLEUR DE SEL DARK • NOIR | CARAMEL & SEA SALT Dark Chocolate | CHILI PIMENT ROUGE DARK NOIR | Smooth Dark Chocolate,Lindt EXCELLENCE | Lindt EXCELLENCE | Lindt EXCELLENCE | Lindt Excellence,append_candidate,direct,
leclerc,E.Leclerc,direct,dairies,US_CANADA,US_CANADA,leclerc,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,4,Obvious E.Leclerc retailer/private-label brand line.,Etchola vache/brebis | Gorgonzola Mascarpone | Comté AOP Fort des Rousses | Fromage frais,Leclerc | Leclerc | Leclerc | Leclerc,append_candidate,direct,
lindt,Lindt & Sprüngli,direct,snacks,DACH|UK_IE,DACH|UK_IE,lindt,Germany | Austria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,4,Known Lindt brand / line.,Gold bunny bar | Schneemann Alpenvollmilch-Schokolade | CHOCO WAFER | Assorted si capsuna,"Lindt | Lindt | Lindt | Lindt,Lindor,Lindt & Sprüngli",append_candidate,direct,
Walkers,PepsiCo,direct,snacks,DACH|US_CANADA,DACH|US_CANADA,walkers,Germany | Switzerland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,4,Known PepsiCo brand / regional alias missing from proposed mapping.,Glutenfree ginger and lemon shortbread | Shortbread mini shortbread fingers shortbread cookies | Pure butter shortbread assortment | Shortbread mini rounds chocolate chip,Walkers | Walkers,append_candidate,direct,
lindt,Lindt & Sprüngli,direct,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,lindt,Italy | Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,4,Known Lindt brand / line.,Lindt | lindt nocciolatte Milk hazelnut | Lindor milk chocolate | Chocolatina,"Lindt | Lindt,Lindt & Sprüngli | Lindt, Lindt & Sprüngli | Lindt, Lindt & Sprüngli",append_candidate,direct,
danone,Danone,direct,dairies,DACH|FRANCE,DACH|FRANCE,danone,Austria,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Danone,Danone,4,Proposed company mapping is concrete; approve for launch.,Danone Mars Mix 120g | Danone YOOTHIE Yoghurt Smoothie Mango Maracuja 250g | Danone Actimel® Classic 6 x 100g = 600g | Danone FruchtZwerge GO 70G ERDBEERE,"Danone | Danone, YOOTHIE | Danone | Danone",append_candidate,direct,
danonino,Danone,direct,dairies,FRANCE|DACH,FRANCE|DACH,danonino,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Danone,4,Known Danone brand / brand line missing from proposed company mapping.,Danone Danonino Pouch Erdbeere 70g | Danonino Go Fraise | Danone Danonino Erdbeer-Aprikose-Banane 6x50g | Danone Danonino Erdbeere / Banane / Pfirsich-Birne / Erdbeere 8 x 50g,"Danone, Danonino | Danone, Danonino, Danonino pouch | Danone, Danonino | Danone, Danonino",append_candidate,direct,
Pepsi,PepsiCo,direct,beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,FRANCE|SOUTHERN_EUROPE|UK_IE,pepsi,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,4,Known PepsiCo brand / regional alias missing from proposed mapping.,Diet | Diet Pepsi 330ml can | Pepsi | Pepsi Max Cherry 330ml,Pepsi | Pepsi | Pepsi | Pepsi,append_candidate,direct,
Carrefour Bio,Carrefour,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,carrefour bio,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,4,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Muesli floconneux 30% de fruits secs | Croustillant Chocolat quinoa | Croustillant Graines de courge et de tournesol | Flocons d'avoine,"Carrefour BIO, Carrefour | Carrefour BIO, Carrefour | Carrefour BIO, Carrefour | Carrefour BIO,Carrefour",append_candidate,direct,
Carrefour Original,Carrefour,direct,snacks,FRANCE,FRANCE,carrefour original,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership | Other / not mapped to a company,4,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Les madeleines au Beurre d'Isigny | Pépites de chocolat | Sprits | Chips à l'Ancienne nature,"Carrefour Original | Carrefour Original | Carrefour, Carrefour Original | CMI (Carrefour Marchandises Internationales), Carrefour, Carrefour Original, Groupe Carrefour",append_candidate,direct,
lidl deluxe,Lidl,direct,snacks,UK_IE,UK_IE,lidl deluxe,United Kingdom | Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Other / not mapped to a company,Manual review / complex ownership,4,Obvious Lidl retailer/private-label brand line.,Vegetable Crisps With Sea salt | All butter shortbread | Belgian Triple Choc Cookie | Dark Chocolate Gingers,Lidl Deluxe | Lidl deluxe | Lidl Deluxe | Lidl Deluxe,append_candidate,direct,
Nescafé,Nestlé,direct,beverages,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,nescafé,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,4,Known Nestlé brand / brand line missing from proposed company mapping.,Cafe | Café au lait | Nescafé gold capuccino | Capsules café Cappuccino,"Nescafé | Nescafé | Nescafe | Delica, Nescafe, café royal",append_candidate,direct,
Nescafé Dolce Gusto,Nestlé,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,nescafé dolce gusto,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,4,Known Nestlé brand / brand line missing from proposed company mapping.,Capsules NESCAFE DOLCE GUSTO Lungo Intenso 16 Capsules | The chaud dolce gusto | Capsules NESCAFE Dolce Gusto Lungo 30 Capsules | STARBUCKS by NESCAFE Dolce Gusto House Blend 12 capsules,"Nestlé, Nescafé, Nescafé Dolce Gusto, Dolce gusto | Nestlé, Dolce Gusto, Nescafé | Nestlé, Dolce gusto, Nescafe | Medium house blend, Nescafé, STARBUCKS, by NESCAFE DOLCE GUSTO",append_candidate,direct,
Nescafé,Nestlé,direct,beverages,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,nescafé,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,4,Known Nestlé brand / brand line missing from proposed company mapping.,"Marrakesh style tea | nescafe per latte | Bebida instantánea en polvo con azúcar, leche y café | Nescafé Classic","Nescafe | Nescafé | NESCAFÉ | Nestlé, Nescafé",append_candidate,direct,
Cadbury,Mondelēz International,market_scoped,snacks,DACH|UK_IE,DACH|UK_IE,cadbury,Switzerland,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Mondelēz International,Mondelēz International,4,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Cadbury Fingers Milk Chocolate Biscuits | Individually wrapped chunks of chocolate | fingers mini | Brunch Choc Chip,Cadbury | Cadbury | Cadbury | Cadbury,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
