normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
selection carrefour,selection carrefour,Carrefour,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Other / not mapped to a company,2,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Nectar de fraise | Nectar banane,Selection Carrefour | Sélection Carrefour,append_candidate
siggi's,siggi's,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Raspberry Icelandic skyr | 0% Strawberry Yogourt,Siggi's | Siggi's,append_candidate
simply,simply,Manual review / complex ownership,manual_review,beverages,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Orange Juice from Concentrate | Still spring water,Simply... | Simply...,append_candidate
simply,simply,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fromage blanc | Le bon lait français,Simply | Simply,append_candidate
simply 7 snacks,simply 7 snacks,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lentil Chips Sea Salt | Sea Salt & Olive Oil Popcorn,Simply 7 Snacks | Simply 7 Snacks,append_candidate
simply doritos,simply doritos,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Zesty Cool Ranch | WHITE CHEDDAR NACHO,Simply Doritos | SIMPLY Doritos,append_candidate
simply eight,simply eight,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chewy granola bars | Chewy Granola Bars,Simply Eight | Simply Eight,append_candidate
simply go,simply go,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Quick oats | Grano la la,Simply go | Simply Go,append_candidate
simply light,simply light,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Light Lemonade | Simply Light Orange,Simply Light | Simply Light,append_candidate
simply market,simply market,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Saint Paulin | Enrobe Echalote Ciboulette 80G,Simply market | Simply Market,append_candidate
simply scrummy,simply scrummy,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,4 Chocolate Muffins | 4 Blueberry Muffins,Simply scrummy! | Simply Scrummy,append_candidate
skinny pop,skinny pop,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,ORIGINAL POPCORN | WHITE CHEDDAR POPCORN,SKINNY POP | SKINNY POP,append_candidate
skittles,skittles,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,kelgen,SKITTLES | SKITTLES,append_candidate
skittles,skittles,Manual review / complex ownership,manual_review,snacks,FRANCE,,Australia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Skittles Sours | Fruits skittles,Skittles | Skittles,append_candidate
skittles,skittles,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Sour Skittles | Wild berry candies, wild berry",Skittles | Skittles,append_candidate
skittles,skittles,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Wild berry | Sour Skittles,Skittles | Skittles,append_candidate
snickers,snickers,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Snickers | Snickers,SNICKERS | SNICKERS,append_candidate
snickers,snickers,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Snickers | Snickers x3,SNICKERS | Snickers,append_candidate
snickers,snickers,Manual review / complex ownership,manual_review,snacks,US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Snickers Fun Size | Snickers,"Mars,Snickers | Snickers",append_candidate
snyder's of hanover,snyder's of hanover,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pretzel pieces | Pretzel Pieces Hot Buffalo Wing,Snyder's Of Hanover | Snyder's of Hanover,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Shot de gingembre bio | Organic Ginger Turmeric Shot,"Solevita,Lidl | Solevita",append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Zumo de Manzana | BIO GINGER MANGO-LIME SHOT,Solevita | Solevita,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,FRANCE,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Apple Nectar,Solevita | Solevita,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Jus de pomme | Jus d'orange à base de concentré,Solevita | Solevita,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Apfel naturtrüb Direktsaft | Bio gyömbér shot,Solevita | Solevita,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,beverages,SOUTHERN_EUROPE|UK_IE,,Portugal,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,kombucha | Kombucha solevita,Solevita | Solevita,append_candidate
solevita,solevita,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Milch Knacker | Smoothie + yogho,Solevita | Solevita,append_candidate
sondey,sondey,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Captain Rondo Choco Duo | Lütticher Zuckerwaffeln,"Lidl, Sondey | Sondey",append_candidate
sondey,sondey,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Grandino White Choc & Cranberry Cookies | Biscotti ripieni with lemon flavour,"Lidl,Merba,Sondey | Sondey, Italiamo",append_candidate
sondey,sondey,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Kirsche Jaffa Cake | Schoko Waffeln, 48% Vollmilchschokolade","Inter Biscuits,Lidl,Sondey | Inter Biscuits,Lidl,Sondey",append_candidate
